"Contest ID","Region ID","Region Name","Party ID","Party Name","Candidate ID","Candidate Name","Elected","Seats"
"http://example.org/zimbabwe/2013","http://en.wikipedia.org/wiki/Bulawayo_Central","Bulawayo Central","http://example.org/zimbabwe/mdct","Movement for Democratic Change – Tsvangirai","http://example.org/zimbabwe/dorcas-staff-sibanda ","Dorcas Staff Sibanda ","true",1
