"Contest ID","Region ID","Region Name","Electorate","Vote Category","Voting Method","Votes"
"http://example.org/zimbabwe/2013","http://en.wikipedia.org/wiki/Bulawayo_Central","Bulawayo Central",,"Valid","All",11206
